filename,width,height,class,xmin,ymin,xmax,ymax,split
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,79,76,227,160,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,433,24,581,109,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,258,160,400,240,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,130,296,265,372,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,409,272,548,350,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,274,341,406,414,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,160,487,283,553,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,361,500,486,566,train
train/007eb1fc3d58c86131989784a81e6615.jpg,640,640,E2,272,549,393,615,train
train/0081dca65c2991b4c145de6af9845946.jpg,640,640,B2,32,401,609,497,train
train/0084845ff94c2b1261f0273e973cb428.jpg,640,640,An124,271,327,347,389,train
train/008f4dc1928d36913ad0ae7d93c12a58.jpg,640,640,F35,331,161,408,198,train
train/008f4dc1928d36913ad0ae7d93c12a58.jpg,640,640,F35,227,418,264,435,train
train/008fb1ddb011b63cc0b9c6107e79589f.jpg,640,640,US2,124,309,426,593,train
train/008fb1ddb011b63cc0b9c6107e79589f.jpg,640,640,US2,203,44,554,400,train
train/00935c77afba93917a253d8d47dba0f5.jpg,640,640,Tu160,0,191,639,546,train
train/009a5b410ff34d171280c1135e15c011.jpg,640,640,C5,241,310,372,407,train
train/00a146155690879cedf0b20325b0ba18.jpg,640,640,F15,161,304,383,407,train
train/00a174c977e5a4c112422ddbec8d9266.jpg,640,640,E2,278,235,320,339,train
train/00aea2e2e5fae4094ff85b8735fcf442.jpg,640,640,J20,297,309,521,408,train
train/00afb4420bdce881ad216867c713c800.jpg,640,640,Mig31,159,157,587,455,train
train/00b0d303dba37d745502b3202c9a95da.jpg,640,640,An72,160,235,456,360,train
train/00b2add164cb42440a52064e390ea3d2.jpg,640,640,B1,161,84,446,465,train
train/00b627cb5578bb036edb01cdcf7b56d9.jpg,640,640,F35,298,150,591,390,train
train/00b71e10fbe9e5bc833fea089cb512f0.jpg,640,640,F22,0,0,639,639,train
train/00b8e9b07432bccc9387a858f6be2cf6.jpg,640,640,C130,50,39,350,288,train
train/00c09f406d31a0cd9402862fbd26d930.jpg,640,640,A10,11,32,639,408,train
train/00c0df556f07c96cdb0db68a1e56046c.jpg,640,640,B2,128,316,189,326,train
train/00c0df556f07c96cdb0db68a1e56046c.jpg,640,640,B2,426,327,495,338,train
train/00c469711cece905455462094a77cc4f.jpg,640,640,Tu160,0,149,634,459,train
train/00c469711cece905455462094a77cc4f.jpg,640,640,Tu160,16,441,639,639,train
train/00c54e200e0d868faac8c55bfca70dbe.jpg,640,640,V22,345,277,518,409,train
train/00cca7071121992f472ed2f15667d789.jpg,640,640,US2,279,333,408,401,train
train/00cffb9ede76c0a30f4984d4491671ad.jpg,640,640,C390,3,280,252,416,train
train/00d4b7ea93ca1417393007c61c519f88.jpg,640,640,A10,298,292,345,311,train
train/00db76f676528477c66c93c7d24d7524.jpg,640,640,F117,88,196,639,412,train
train/00dbf446df88db63a3e3ab1726536615.jpg,640,640,C130,75,83,93,125,train
train/00dfd9dc1a4fe3d0a32f01cee1e3928c.jpg,640,640,C130,307,95,548,198,train
train/00e9e44c1f98baa651e6f63c8fb1f43a.jpg,640,640,WZ7,0,0,639,628,train
train/00ea3b9658576d41ec570bd558e81fe4.jpg,640,640,E7,176,112,565,358,train
train/00ea3b9658576d41ec570bd558e81fe4.jpg,640,640,F15,221,483,311,540,train
train/00ea3b9658576d41ec570bd558e81fe4.jpg,640,640,F15,318,484,409,542,train
train/00ebecac178be3c3890a067d6a28234e.jpg,640,640,C5,38,133,592,397,train
train/00ec2c550c9ba84189c02e024e33cd15.jpg,640,640,CH47,467,288,581,330,train
train/00ec2c550c9ba84189c02e024e33cd15.jpg,640,640,CH47,317,282,424,325,train
train/00ec2c550c9ba84189c02e024e33cd15.jpg,640,640,AH64,21,267,90,300,train
train/00ee2f5b81e8ff2f65cfa959cf30ef02.jpg,640,640,XB70,1,56,639,592,train
train/00f4279089ddc0d40e1470894f827f2e.jpg,640,640,C5,273,186,346,294,train
train/00fb573c1614ee17103ae94d74fefddb.jpg,640,640,EF2000,14,40,618,382,train
train/01083dc947495bced28253b764a56460.jpg,640,640,F35,50,180,371,445,train
train/010b83d85e8bdbea1edac418d3b1da48.jpg,640,640,F18,189,122,351,278,train
train/010b83d85e8bdbea1edac418d3b1da48.jpg,640,640,F18,278,222,405,373,train
train/010b83d85e8bdbea1edac418d3b1da48.jpg,640,640,F18,185,296,347,443,train
train/010b83d85e8bdbea1edac418d3b1da48.jpg,640,640,F18,128,186,289,341,train
train/011067e2b10a43bddd8a7f3eb7e49271.jpg,640,640,F18,278,269,324,307,train
train/01169f9ba735dfcb46dab62bc5649de9.jpg,640,640,A10,402,50,434,100,train
train/011a0a84080d7688d68358a9b38d2543.jpg,640,640,An124,244,295,539,391,train
train/011a0a84080d7688d68358a9b38d2543.jpg,640,640,C5,0,102,319,429,train
train/011b1d78a62f31e579f8e99516615195.jpg,640,640,CL415,215,274,251,291,train
train/011ced9d123e0da9c289e94a3b11165e.jpg,640,640,V22,45,182,611,454,train
train/012c84db283e21907b9ccddfaec7e1ff.jpg,640,640,F18,95,73,511,535,train
train/012da930e0406f7ffe8e0f3af74fed0e.jpg,640,640,C130,320,478,534,576,train
train/012da930e0406f7ffe8e0f3af74fed0e.jpg,640,640,B2,14,224,622,369,train
train/0133451fe0ca714bbaedc4db40a01a7e.jpg,640,640,B1,109,365,326,455,train
train/0133451fe0ca714bbaedc4db40a01a7e.jpg,640,640,F15,366,167,445,208,train
train/0133451fe0ca714bbaedc4db40a01a7e.jpg,640,640,F15,453,112,528,147,train
train/014145ffb5c497db53370da83587f446.jpg,640,640,Mi24,362,105,430,176,train
train/014145ffb5c497db53370da83587f446.jpg,640,640,Mi24,150,434,240,503,train
train/014240b10dffa805240c72655e357866.jpg,640,640,U2,281,320,342,344,train
train/014313402292d8dbc688f9f1c50fa0ad.jpg,640,640,AG600,33,217,607,440,train
train/014b31b1291291e592e2d57b7f00e228.jpg,640,640,KJ600,220,149,374,400,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,RQ4,542,194,594,288,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,RQ4,133,162,205,209,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,RQ4,46,164,118,212,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,RQ4,47,392,119,438,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,RQ4,136,391,208,437,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,U2,262,319,319,381,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,U2,342,317,399,379,train
train/0152de18ba102f814ea28f5719f866dc.jpg,640,640,U2,422,317,479,379,train
train/01539e41503813d687505821b66913de.jpg,640,640,B2,0,226,639,499,train
train/015b76d5b1b791ae276d79e6ce20cf91.jpg,640,640,C5,13,157,535,289,train
train/015ba1b97445a8dbab2464132e90f7e2.jpg,640,640,Tu22M,15,194,639,437,train
train/015ba1b97445a8dbab2464132e90f7e2.jpg,640,640,Tu22M,0,315,274,391,train
train/0162b8ab81aea2c67bde47a8c656f8b7.jpg,640,640,EF2000,0,0,639,596,train
train/0162b8ab81aea2c67bde47a8c656f8b7.jpg,640,640,EF2000,332,44,639,250,train
train/01663dbe73c573696bc11ef6a9127e32.jpg,640,640,SR71,43,0,579,639,train
train/016e8e5a9cb79d1ca29b76f819d9d3a4.jpg,640,640,F16,465,89,513,117,train
train/016e8e5a9cb79d1ca29b76f819d9d3a4.jpg,640,640,F16,425,83,475,113,train
train/016e8e5a9cb79d1ca29b76f819d9d3a4.jpg,640,640,F16,494,133,538,157,train
train/016e8e5a9cb79d1ca29b76f819d9d3a4.jpg,640,640,F16,487,168,528,189,train
train/016e8e5a9cb79d1ca29b76f819d9d3a4.jpg,640,640,F16,458,133,503,159,train
train/016e8e5a9cb79d1ca29b76f819d9d3a4.jpg,640,640,F16,501,93,549,122,train
train/016fa8924fc440011da60cf62d87adf4.jpg,640,640,J10,115,260,289,339,train
train/016fa8924fc440011da60cf62d87adf4.jpg,640,640,J10,320,350,442,408,train
train/01724da104b0b0ab9f9b74cb4afcf293.jpg,640,640,F22,3,149,144,240,train
train/01724da104b0b0ab9f9b74cb4afcf293.jpg,640,640,F22,403,130,629,243,train
train/01731aca78a6a1b8a90217714b0ba98d.jpg,640,640,RQ4,0,0,639,313,train
train/0173a2a50e5365c920224ed4de9bfad5.jpg,640,640,RQ4,182,312,491,384,train
train/0173b9cb6de97440d92705a5369857dc.jpg,640,640,V22,45,283,402,497,train
train/01742519344097097dd43a29597b885d.jpg,640,640,F16,27,16,614,541,train
train/017c44c4dc365ec23fff7ac6bda62d70.jpg,640,640,F35,520,368,618,420,train
train/017c44c4dc365ec23fff7ac6bda62d70.jpg,640,640,F35,28,336,137,395,train
train/017e4cb7ca8ff5856dcbfeb664346527.jpg,640,640,Mirage2000,246,348,373,545,train
train/017f77f4fb856120d054a4b9f4f1e4ae.jpg,640,640,AV8B,182,27,422,182,train
train/017fe119f88f70c68b0dd9d4bae77845.jpg,640,640,F35,191,223,453,458,train
train/01835356ae79102991c9974d480d3c92.jpg,640,640,E2,337,186,393,406,train
train/018a7f386182f9d145034d6dfe8007d1.jpg,640,640,J10,128,319,232,374,train
train/018a7f386182f9d145034d6dfe8007d1.jpg,640,640,J10,289,354,391,409,train
train/018a7f386182f9d145034d6dfe8007d1.jpg,640,640,J10,164,370,264,424,train
train/018a7f386182f9d145034d6dfe8007d1.jpg,640,640,J10,16,237,124,293,train
train/018a7f386182f9d145034d6dfe8007d1.jpg,640,640,J10,191,422,289,475,train
train/018a7f386182f9d145034d6dfe8007d1.jpg,640,640,J10,436,359,538,414,train
train/018be2d334e487da479adb3eb43eff82.jpg,640,640,Mirage2000,349,110,636,259,train
train/018be2d334e487da479adb3eb43eff82.jpg,640,640,EF2000,38,97,325,268,train
train/018f9df9e1087c69a2fccde8c1a36594.jpg,640,640,Tu95,153,83,582,479,train
train/019754939949887e2b08b54cf9c69afe.jpg,640,640,F35,52,183,618,561,train
train/0199df62a391865326a5150d525e702f.jpg,640,640,Rafale,296,63,327,94,train
train/0199df62a391865326a5150d525e702f.jpg,640,640,Rafale,421,63,452,95,train
train/0199df62a391865326a5150d525e702f.jpg,640,640,E2,335,32,412,71,train
train/019eb892b079c917fb4ce69408caa303.jpg,640,640,F35,229,212,425,485,train
train/019f7906eb4c9cb55d26eaf85a55c888.jpg,640,640,F117,313,332,363,352,train
train/01a8c20ab6d9eb48dff388dadae04367.jpg,640,640,Mirage2000,243,282,313,360,train
train/01a9523f09174abae4f2b63e52a99482.jpg,640,640,Rafale,515,382,620,456,train
train/01a9523f09174abae4f2b63e52a99482.jpg,640,640,Rafale,341,380,441,454,train
train/01a9523f09174abae4f2b63e52a99482.jpg,640,640,Rafale,267,425,562,584,train
train/01a9523f09174abae4f2b63e52a99482.jpg,640,640,Rafale,29,360,100,416,train
train/01a9523f09174abae4f2b63e52a99482.jpg,640,640,Rafale,168,346,210,378,train
train/01a9c84cf8d5523da74a5a3e3ddc535f.jpg,640,640,Rafale,509,318,601,368,train
train/01a9c84cf8d5523da74a5a3e3ddc535f.jpg,640,640,Rafale,108,352,195,402,train
train/01a9c84cf8d5523da74a5a3e3ddc535f.jpg,640,640,A400M,184,200,526,340,train
train/01ac65af6d3effdfe085aaaacc4caf08.jpg,640,640,MQ9,132,498,170,535,train
train/01b296b342b0a2a61628bedc371aca6c.jpg,640,640,B1,436,430,516,463,train
train/01b296b342b0a2a61628bedc371aca6c.jpg,640,640,B1,0,458,46,479,train
train/01b296b342b0a2a61628bedc371aca6c.jpg,640,640,B1,0,0,639,541,train
train/01b453062e65546fc504dfb90581daf0.jpg,640,640,F14,519,402,630,500,train
train/01b453062e65546fc504dfb90581daf0.jpg,640,640,C5,0,44,523,544,train
train/01b50c737e8bc7197267f7ffc0dd3940.jpg,640,640,F15,258,173,409,273,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,11,291,121,378,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,66,303,195,399,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,156,328,313,448,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,202,238,317,323,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,336,260,478,374,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,422,270,583,396,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,370,140,494,230,train
train/01b9cf540f93038af148ceeb14a17041.jpg,640,640,B52,481,123,623,227,train
train/01ba0bee33c8619cb6a52ef3d3c49639.jpg,640,640,Su34,127,324,141,357,train
train/01bcc619b9718462686821a90ba7f5dc.jpg,640,640,F35,81,277,442,400,train
train/01bcd847232dd6d65ed07606fd537400.jpg,640,640,F16,154,110,487,497,train
train/01bf9c7be81bad48b43ebe4eafbf7ccf.jpg,640,640,CH47,0,3,639,316,train
train/01c1ba8e9a4d1a39669ba8dd1689dacc.jpg,640,640,F4,47,191,478,395,train
train/01c1bbe086ccd2a86ff839287bb7d7e6.jpg,640,640,YF23,358,483,639,639,train
train/01c1bbe086ccd2a86ff839287bb7d7e6.jpg,640,640,YF23,3,10,438,462,train
train/01c2435888ca6cb8e59eaf199d85b608.jpg,640,640,C130,0,22,380,332,train
train/01cc16d38c49a3ecc2aec7f12a6a0656.jpg,640,640,F35,144,481,525,604,train
train/01ccb857a1933b7f869232dbe4ac83b8.jpg,640,640,US2,155,182,634,597,train
train/01cce6e68d32093e06c919d1f909af11.jpg,640,640,Mi24,492,171,630,262,train
train/01cce6e68d32093e06c919d1f909af11.jpg,640,640,Mi24,2,107,136,201,train
train/01ce1903488eef9bb2fd70f72022487b.jpg,640,640,Mi8,188,162,292,215,train
train/01dc0edca460e4774410bf1017a15758.jpg,640,640,Rafale,26,354,409,530,train
train/01df2c628fb34c5393240760f8192615.jpg,640,640,C2,0,104,639,583,train
train/01df70fc8d7d21e10be2655935421043.jpg,640,640,XB70,15,190,618,411,train
train/01dfc1161077886eab0fcfa7dd73bae2.jpg,640,640,F14,344,139,624,432,train
train/01e4d99acc4167f2f5b3b63102c80019.jpg,640,640,F18,71,45,480,236,train
train/01e4d99acc4167f2f5b3b63102c80019.jpg,640,640,F4,59,217,627,510,train
train/01e9a3b7bb4b5f45a7b232b29bb447a0.jpg,640,640,WZ7,302,300,341,332,train
train/01eb3673dc5117955189eecad9758172.jpg,640,640,AH64,230,186,444,344,train
train/01ec1bf3a71092f2c9cfe3bf34135ae4.jpg,640,640,US2,261,234,349,299,train
train/01ed4d81c5d733cbaa266b6ea7821254.jpg,640,640,A10,437,269,551,307,train
train/01ee85c76e886b9eefd1d52b916ae467.jpg,640,640,CL415,157,170,314,279,train
train/01eec1ab0a324ad589c8966ef232abc5.jpg,640,640,A400M,116,185,466,352,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,C130,392,485,428,534,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F18,493,18,504,46,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F18,389,534,400,561,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,510,25,519,50,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,479,11,488,34,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F15,538,25,556,47,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,469,5,477,29,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F18,419,548,430,578,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F18,431,556,442,584,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F18,521,30,533,60,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,544,6,557,22,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,511,189,524,204,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,496,289,509,304,train
train/01f11718a65ba7ff2ec49cc485bc565d.jpg,640,640,F16,503,239,516,254,train
train/01f383d5b982cf4a9b7de72d47247048.jpg,640,640,Rafale,179,379,269,436,train
train/01fc38f911bdae9d15d4e7373c6394ed.jpg,640,640,B52,465,126,493,148,train
train/01fc38f911bdae9d15d4e7373c6394ed.jpg,640,640,B52,538,154,566,172,train
train/01fc41e0e2a068bdb46341bea333cd1c.jpg,640,640,F14,212,254,312,288,train
train/01fc41e0e2a068bdb46341bea333cd1c.jpg,640,640,F14,372,315,531,369,train
train/01fc41e0e2a068bdb46341bea333cd1c.jpg,640,640,F14,35,429,626,610,train
train/01fc41e0e2a068bdb46341bea333cd1c.jpg,640,640,F18,48,30,599,205,train
train/01fcc92616f43f46c5356f82eb1e9b77.jpg,640,640,J10,20,70,613,517,train
train/01ffc19c9ee167115def70917eee8c48.jpg,640,640,Mig29,74,212,445,408,train
train/01ffc19c9ee167115def70917eee8c48.jpg,640,640,Mig29,381,265,634,394,train
train/01fff86c2b6a48a584366774c4cff268.jpg,640,640,UH60,23,111,635,464,train
train/02005cad192382d6bc9daf4528ba4682.jpg,640,640,F15,0,49,639,619,train
train/02013d7accc296d5d52bc297dfa760c6.jpg,640,640,JAS39,0,0,600,512,train
train/020172404e32bb500c97917f65adf652.jpg,640,640,Z10,0,91,639,548,train
train/020653810498d88bb5c0128b69ad2f42.jpg,640,640,SR71,48,235,563,346,train
train/02077e52bc18c0b141ddcb213dc4548e.jpg,640,640,B1,252,295,386,348,train
train/020af567493f537753d55ea9952be4c0.jpg,640,640,SR71,104,232,564,442,train
train/020eaf5e1e54dc48d9278cf58e5d0afa.jpg,640,640,B1,232,155,262,221,train
train/020eaf5e1e54dc48d9278cf58e5d0afa.jpg,640,640,B2,258,139,297,174,train
train/020eaf5e1e54dc48d9278cf58e5d0afa.jpg,640,640,B52,308,164,351,235,train
train/020f5a36dde26e70f0b8de4fc5020eb6.jpg,640,640,JAS39,179,269,358,397,train
train/0218d86c1514ea9b70962143318a48c4.jpg,640,640,JF17,164,208,457,422,train
train/0219f152494be3d3caa07264ad61887e.jpg,640,640,F14,442,81,513,138,train
train/021a559b6c0aa0ef049d86e27a1f6804.jpg,640,640,Su34,300,271,313,312,train
train/021fca2fe56a5ff8277e93812d237384.jpg,640,640,Su57,3,4,220,210,train
train/0220f8710a7eb193438d9546470b0bc3.jpg,640,640,A10,344,203,377,267,train
train/02275db7970429abf002b1d1d1192869.jpg,640,640,B1,144,311,246,372,train
train/02275db7970429abf002b1d1d1192869.jpg,640,640,B1,431,208,526,261,train
train/022788bf92d3f8f46d673f7a0c944b6d.jpg,640,640,MQ9,197,293,390,373,train
train/022788bf92d3f8f46d673f7a0c944b6d.jpg,640,640,MQ9,132,261,595,576,train
train/0230fb949ec1e771e9fac633f4f0e90c.jpg,640,640,V22,38,216,559,596,train
train/023193e06c26efd65595b66dd4e4c912.jpg,640,640,C5,447,182,537,337,train
train/02360924c30ee9815671208945ee5a11.jpg,640,640,C130,0,24,628,443,train
train/0236560d278e1e8e525a5e76d7eb8af9.jpg,640,640,CL415,0,198,304,505,train
train/0236560d278e1e8e525a5e76d7eb8af9.jpg,640,640,CL415,254,229,502,407,train
train/0236560d278e1e8e525a5e76d7eb8af9.jpg,640,640,CL415,416,258,579,377,train
train/0236560d278e1e8e525a5e76d7eb8af9.jpg,640,640,CL415,493,273,625,362,train
train/023a5e710b65b19cf021411d82e329a8.jpg,640,640,E2,320,263,482,346,train
train/023b32ea680c00d59c34f254b87400f6.jpg,640,640,F14,522,11,572,57,train
train/023b32ea680c00d59c34f254b87400f6.jpg,640,640,F14,493,53,622,167,train
